_id,lat,lon
,43.02321625,-83.69644165
,43.02328873,-83.69670105
,43.02381134,-83.69763947
,43.02400208,-83.69638062
,42.98711355257599,-83.73512810022085
,43.02318192,-83.69527435
,43.02301025,-83.69570923
,43.0230484,-83.69587708
,43.02313995,-83.69562531
,43.02310181,-83.69535065
,43.02312088,-83.6951828
,43.0230484,-83.69561768
,43.02313995,-83.69524384
,43.02321625,-83.69644165
,42.9825058,-83.77401733
