_id,lat,lon,address
,42.98619686004677,-83.74622664935798,"3415 Miller Road, Flint, Michigan 48503, United States"
,42.98619686004677,-83.74622664935798,"3415 Miller Road, Flint, Michigan 48503, United States"
,42.986493567664205,-83.74555944751842,"3415 Miller Road, Flint, Michigan 48503, United States"
,42.986493567664205,-83.74555944751842,"3415 Miller Road, Flint, Michigan 48503, United States"
,42.986493567664205,-83.74555944751842,"3415 Miller Road, Flint, Michigan 48503, United States"
,42.986493567664205,-83.74555944751842,"3415 Miller Road, Flint, Michigan 48503, United States"
,42.986493567664205,-83.74555944751842,"3415 Miller Road, Flint, Michigan 48503, United States"
,42.986493567664205,-83.74555944751842,"3415 Miller Road, Flint, Michigan 48503, United States"
,42.98664289510812,-83.74522395220806,"3383 Miller Road, Flint, Michigan 48503, United States"
,42.98679839829331,-83.74487595029963,"3371 Miller Road, Flint, Michigan 48503, United States"
,42.98679839829331,-83.74487595029963,"3371 Miller Road, Flint, Michigan 48503, United States"
,42.98679839829331,-83.74487595029963,"3371 Miller Road, Flint, Michigan 48503, United States"
,42.98679839829331,-83.74487595029963,"3371 Miller Road, Flint, Michigan 48503, United States"
,42.98695350543207,-83.74453381108258,"3371 Miller Road, Flint, Michigan 48503, United States"
,42.98695350543207,-83.74453381108258,"3371 Miller Road, Flint, Michigan 48503, United States"
,42.98695350543207,-83.74453381108258,"3371 Miller Road, Flint, Michigan 48503, United States"
,42.98695350543207,-83.74453381108258,"3371 Miller Road, Flint, Michigan 48503, United States"
,42.98695350543207,-83.74453381108258,"3371 Miller Road, Flint, Michigan 48503, United States"
,42.98695350543207,-83.74453381108258,"3371 Miller Road, Flint, Michigan 48503, United States"
,42.98695350543207,-83.74453381108258,"3371 Miller Road, Flint, Michigan 48503, United States"
,42.98695350543207,-83.74453381108258,"3371 Miller Road, Flint, Michigan 48503, United States"
,42.98695350543207,-83.74453381108258,"3371 Miller Road, Flint, Michigan 48503, United States"
,42.98695350543207,-83.74453381108258,"3371 Miller Road, Flint, Michigan 48503, United States"
,42.98695350543207,-83.74453381108258,"3371 Miller Road, Flint, Michigan 48503, United States"
,42.98710700824356,-83.74418813969585,"3371 Miller Road, Flint, Michigan 48503, United States"
,42.987405675603235,-83.74351587202179,"3316 Miller Road, Flint, Michigan 48532, United States"
,42.987405675603235,-83.74351587202179,"3316 Miller Road, Flint, Michigan 48532, United States"
,42.987405675603235,-83.74351587202179,"3316 Miller Road, Flint, Michigan 48532, United States"
,42.987405675603235,-83.74351587202179,"3316 Miller Road, Flint, Michigan 48532, United States"
,42.987735917052156,-83.74280351049971,"3316 Miller Road, Flint, Michigan 48532, United States"
,42.987735917052156,-83.74280351049971,"3316 Miller Road, Flint, Michigan 48532, United States"
,42.987735917052156,-83.74280351049971,"3316 Miller Road, Flint, Michigan 48532, United States"
,42.987879109444265,-83.74249925743611,"3267 Miller Road, Flint, Michigan 48503, United States"
,42.9881426956068,-83.74195764698173,"3267 Miller Road, Flint, Michigan 48503, United States"
,42.9881426956068,-83.74195764698173,"3267 Miller Road, Flint, Michigan 48503, United States"
,42.9881426956068,-83.74195764698173,"3267 Miller Road, Flint, Michigan 48503, United States"
,42.9881426956068,-83.74195764698173,"3267 Miller Road, Flint, Michigan 48503, United States"
,42.9881426956068,-83.74195764698173,"3267 Miller Road, Flint, Michigan 48503, United States"
,42.98826583485696,-83.74170541644662,"3265 Miller Road, Flint, Michigan 48532, United States"
,42.9888741023182,-83.7405758901865,"3247 Miller Road, Flint, Michigan 48503, United States"
,42.98901384415984,-83.7405464591531,"3247 Miller Road, Flint, Michigan 48503, United States"
,42.98901384415984,-83.7405464591531,"3247 Miller Road, Flint, Michigan 48503, United States"
,42.98901384415984,-83.7405464591531,"3247 Miller Road, Flint, Michigan 48503, United States"
,42.989029414168215,-83.73846852398707,"I 75, Flint, Michigan 48601, United States"
,42.989029414168215,-83.73846852398707,"I 75, Flint, Michigan 48601, United States"
,42.98874961876855,-83.73802760917908,"I 75, Flint, Michigan 48601, United States"
,42.988180308923184,-83.7371320663052,"I 75, Flint, Michigan 48601, United States"
,42.988180308923184,-83.7371320663052,"I 75, Flint, Michigan 48601, United States"
,42.98783966653978,-83.73672595282284,"I 75, Flint, Michigan 48601, United States"
,42.98440368127659,-83.73314218392534,"I 75, Flint, Michigan 48601, United States"
,42.98440368127659,-83.73314218392534,"I 75, Flint, Michigan 48601, United States"
,42.98325771935615,-83.7319772055854,"I 75, Flint, Michigan 48601, United States"
,42.98325771935615,-83.7319772055854,"I 75, Flint, Michigan 48601, United States"
,42.98248746393809,-83.73119191386249,"I 75, Flint, Michigan 48601, United States"
,42.98248746393809,-83.73119191386249,"I 75, Flint, Michigan 48601, United States"
,42.98248746393809,-83.73119191386249,"I 75, Flint, Michigan 48601, United States"
,42.98248746393809,-83.73119191386249,"I 75, Flint, Michigan 48601, United States"
,42.98248746393809,-83.73119191386249,"I 75, Flint, Michigan 48601, United States"
,42.98210349816307,-83.73079904690113,"I 75, Flint, Michigan 48601, United States"
,42.98132649109523,-83.73000604943286,"I 75, Flint, Michigan 48601, United States"
,42.98132649109523,-83.73000604943286,"I 75, Flint, Michigan 48601, United States"
,42.98132649109523,-83.73000604943286,"I 75, Flint, Michigan 48601, United States"
,42.98132649109523,-83.73000604943286,"I 75, Flint, Michigan 48601, United States"
,42.97771027237235,-83.72679329667517,"I 75, Flint, Michigan 48601, United States"
,42.97626348928031,-83.72622439943532,"I 75, Flint, Michigan 48601, United States"
,42.976208464381614,-83.72596160265796,"I 75, Flint, Michigan 48601, United States"
,42.976208464381614,-83.72596160265796,"I 75, Flint, Michigan 48601, United States"
,42.976208464381614,-83.72596160265796,"I 75, Flint, Michigan 48601, United States"
,42.977240348263315,-83.72625745954713,"I 75, Flint, Michigan 48601, United States"
,42.977240348263315,-83.72625745954713,"I 75, Flint, Michigan 48601, United States"
,42.977240348263315,-83.72625745954713,"I 75, Flint, Michigan 48601, United States"
,42.978575954939586,-83.72688266175838,"I 75, Flint, Michigan 48601, United States"
,42.978575954939586,-83.72688266175838,"I 75, Flint, Michigan 48601, United States"
,42.97901189873007,-83.72715351558716,"I 75, Flint, Michigan 48601, United States"
,42.979862936992376,-83.7277263058237,"I 75, Flint, Michigan 48601, United States"
,42.979862936992376,-83.7277263058237,"I 75, Flint, Michigan 48601, United States"
,42.981095167070926,-83.72857140119895,"I 75, Flint, Michigan 48601, United States"
,42.981095167070926,-83.72857140119895,"I 75, Flint, Michigan 48601, United States"
