bssid,lat,lon,address
70:1F:F8:F6:96:7D,42.98146187343274,-83.75930482466681,"4200 Miller Road, Flint, Michigan 48507, United States"
70:90:41:7B:D1:13,43.01581225448623,-83.6886771820475,"626 Harrison Street, Flint, Michigan 48502, United States"
6C:AD:3F:01:60:68,43.01762051672984,-83.69256189584539,"West Union Street, Flint, Michigan 48502, United States"
45:9A:A1:05:53:72,42.981461872755865,-83.75930482523827,"4200 Miller Road, Flint, Michigan 48507, United States"
6E:21:AE:30:21:11,42.981461870243464,-83.75930482691643,"4200 Miller Road, Flint, Michigan 48507, United States"
64:93:9B:6E:C1:38,42.98135740386903,-83.75674862333547,"4141 Miller Road, Flint, Michigan 48507, United States"
70:31:CC:20:92:E9,42.981426498985435,-83.75957477886543,"4200 Miller Road, Flint, Michigan 48507, United States"
63:F9:5D:66:80:AC,43.02342667428959,-83.69687660995722,"814 Martin Luther King Jr Avenue, Flint, Michigan 48503, United States"
18:7A:3E:BC:60:C6,43.00811477491317,-83.68320726298441,"1402 South Saginaw Street, Flint, Michigan 48503, United States"
62:7D:25:25:48:68,42.98154924892362,-83.75952924135969,"4200 Miller Road, Flint, Michigan 48507, United States"
44:AC:85:D2:BB:A9,43.02092571141449,-83.69498173313943,"523 Martin Luther King Jr Avenue, Flint, Michigan 48502, United States"
70:03:7E:6E:35:5E,43.02410937651809,-83.69426125649726,"609 East Fifth Avenue, Flint, Michigan 48503, United States"
6C:AD:3F:01:62:36,43.017641841671434,-83.6925242546117,"West Union Street, Flint, Michigan 48502, United States"
6F:B2:A5:AD:08:0D,42.9814126224071,-83.75946856531868,"4200 Miller Road, Flint, Michigan 48507, United States"
41:88:07:39:B6:3C,42.981461873360104,-83.75930482453049,"4200 Miller Road, Flint, Michigan 48507, United States"
41:88:57:67:69:9A,42.98141562280324,-83.75662987668368,"4141 Miller Road, Flint, Michigan 48507, United States"
1A:8B:37:F6:85:FA,43.02388919682536,-83.69268327424179,"855 East Fifth Avenue, Flint, Michigan 48503, United States"
FA:D2:AC:C7:1E:3A,43.03329644705781,-83.69397182020148,"1817 North Saginaw Street, Flint, Michigan 48505, United States"
41:8A:CB:31:76:1D,42.981461873927394,-83.75930482424538,"4200 Miller Road, Flint, Michigan 48507, United States"
42:F1:9E:BB:41:FC,43.01465318942274,-83.68963989748626,"615 Saginaw Street, Flint, Michigan 48502, United States"
E9:D1:C0:ED:92:06,42.98146187260918,-83.75930482537422,"4200 Miller Road, Flint, Michigan 48507, United States"
68:56:14:D3:B4:3D,42.98146187056411,-83.75930482628098,"4200 Miller Road, Flint, Michigan 48507, United States"
EB:67:6D:C1:9D:F6,42.979290134378694,-83.6741004047975,"3354 South Saginaw Street, Burton, Michigan 48503, United States"
1A:D5:7F:4D:F3:82,43.023467038610214,-83.6968360975545,"814 Martin Luther King Jr Avenue, Flint, Michigan 48503, United States"
1A:2D:C0:8C:0A:60,43.0241013980337,-83.6943433491174,"609 East Fifth Avenue, Flint, Michigan 48503, United States"
67:EF:2D:DD:96:94,42.98143166696091,-83.75661582296169,"4141 Miller Road, Flint, Michigan 48507, United States"
5E:FE:E9:85:E5:10,43.02090053374523,-83.69723963057622,"618 Lyon Place, Flint, Michigan 48503, United States"
65:93:6A:F4:FD:E0,43.02351508502888,-83.69686337147512,"814 Martin Luther King Jr Avenue, Flint, Michigan 48503, United States"
E8:9F:80:45:C3:1E,43.01624820679618,-83.69037514424859,"120 East First Street, Flint, Michigan 48502, United States"
68:FE:CB:84:C9:70,42.98159390279426,-83.7593266486411,"4200 Miller Road, Flint, Michigan 48507, United States"
45:98:2D:B3:3A:7D,43.02393217174197,-83.69207540933904,"877 E 5th Ave Wind Mill St, Flint, Michigan 48503, United States"
EE:D2:16:01:72:99,42.98144195947523,-83.75662711988676,"4141 Miller Road, Flint, Michigan 48507, United States"
44:DB:D2:6B:77:75,43.01768171208263,-83.69252672867133,"West Union Street, Flint, Michigan 48502, United States"
61:EA:EF:03:4E:AC,42.98146186599303,-83.759304829744,"4200 Miller Road, Flint, Michigan 48507, United States"
64:E2:7C:94:00:38,42.98146187390782,-83.75930482426178,"4200 Miller Road, Flint, Michigan 48507, United States"
6F:96:FD:40:E3:C3,43.023495,-83.69675166666666,"814 Martin Luther King Jr Avenue, Flint, Michigan 48503, United States"
70:09:71:99:09:7D,43.02006221235987,-83.69389264422244,"607 Second Avenue, Flint, Michigan 48502, United States"
E6:55:B8:1E:70:AB,43.01764718756322,-83.69256777524078,"West Union Street, Flint, Michigan 48502, United States"
45:07:5B:A2:0C:94,42.9814618709535,-83.75930482676067,"4200 Miller Road, Flint, Michigan 48507, United States"
FB:89:18:51:5A:67,42.98143101270956,-83.75661665367319,"4141 Miller Road, Flint, Michigan 48507, United States"
F4:2E:7F:00:85:10,43.02126734816154,-83.70447720473733,"1 Hurley Plaza, Flint, Michigan 48503, United States"
60:24:66:C5:38:F0,42.98146187226279,-83.75930482552883,"4200 Miller Road, Flint, Michigan 48507, United States"
5F:0B:0E:09:A9:C3,42.98146187129509,-83.75930482649062,"4200 Miller Road, Flint, Michigan 48507, United States"
6B:A0:D7:C8:B5:76,42.981529624179494,-83.7595269619115,"4200 Miller Road, Flint, Michigan 48507, United States"
72:13:01:EA:26:80,43.02447301705305,-83.69739635267108,"1004 Avenue a, Flint, Michigan 48503, United States"
72:13:01:EA:26:87,43.024468853434875,-83.6974329860798,"1004 Avenue a, Flint, Michigan 48503, United States"
F1:D7:4A:25:0A:B5,43.023436382541824,-83.69670922130355,"814 Martin Luther King Jr Avenue, Flint, Michigan 48503, United States"
72:13:01:77:41:75,43.023429501776434,-83.69684219472762,"814 Martin Luther King Jr Avenue, Flint, Michigan 48503, United States"
F1:CC:65:36:39:8F,43.02348797026389,-83.69680109192971,"814 Martin Luther King Jr Avenue, Flint, Michigan 48503, United States"
64:FA:A9:97:DC:6F,42.94635318807116,-83.72799887191512,"2474 Hill Road, Flint, Michigan 48507, United States"
FE:C0:49:77:51:FB,42.98388087148587,-83.74883969963219,"3515 Miller Road, Flint, Michigan 48503, United States"
6F:0E:E0:26:49:2F,42.981362837879,-83.75926359761947,"4200 Miller Road, Flint, Michigan 48507, United States"
44:DB:D2:95:33:68,43.017666154910245,-83.6926263375015,"West Union Street, Flint, Michigan 48502, United States"
69:D1:9A:74:B2:F8,42.981461880396246,-83.75930481676882,"4200 Miller Road, Flint, Michigan 48507, United States"
ED:8F:BC:74:EC:A8,43.013894659093815,-83.68310630886334,"929 Stevens Street, Flint, Michigan 48502, United States"
F2:55:B8:2B:94:FE,42.976812792028625,-83.76823536155266,"4477 Miller Road, Flint, Michigan 48507, United States"
62:F1:9E:BB:41:FC,43.01460996178093,-83.68954538745757,"615 Saginaw Street, Flint, Michigan 48502, United States"
44:82:45:EB:4F:0C,42.98138589750624,-83.75953173718811,"4200 Miller Road, Flint, Michigan 48507, United States"
60:D8:9C:17:64:22,43.02340010808856,-83.6965653189079,"810 Martin Luther King Jr Avenue, Flint, Michigan 48503, United States"
43:54:64:85:7D:DC,42.98141433175446,-83.75954049588438,"4200 Miller Road, Flint, Michigan 48507, United States"
65:34:6E:9D:8E:66,42.981431464582336,-83.75661715192616,"4141 Miller Road, Flint, Michigan 48507, United States"
64:59:20:DE:67:CA,42.981461857971965,-83.75930483773898,"4200 Miller Road, Flint, Michigan 48507, United States"
6B:76:37:D7:33:A5,42.981414229245765,-83.75954635936361,"4200 Miller Road, Flint, Michigan 48507, United States"
FE:C6:74:2A:B7:47,42.98364104746292,-83.74949198173823,"3513 Miller Road, Flint, Michigan 48507, United States"
FA:92:BF:68:A5:06,43.0190924418819,-83.70951888893812,"1201 Flushing Road, Flint, Michigan 48504, United States"
6E:AB:88:07:2F:D3,42.98146187085856,-83.75930482685533,"4200 Miller Road, Flint, Michigan 48507, United States"
6F:12:80:D8:FC:84,43.0234548322108,-83.69678154447463,"814 Martin Luther King Jr Avenue, Flint, Michigan 48503, United States"
60:22:32:FE:73:05,43.01506202390221,-83.68980891468941,"140 East Second Street, Flint, Michigan 48502, United States"
F4:2E:7F:00:5D:94,43.021293679393445,-83.70438752434353,"1 Hurley Plaza, Flint, Michigan 48503, United States"
41:63:21:B6:45:6B,42.981461871881116,-83.75930482568857,"4200 Miller Road, Flint, Michigan 48507, United States"
6E:7E:81:04:88:DD,43.02005789753932,-83.69433979860486,"511 Martin Luther King Jr Avenue, Flint, Michigan 48502, United States"
6B:9C:8D:AE:51:A8,43.02135895763316,-83.70430614039687,"1 Hurley Plaza, Flint, Michigan 48503, United States"
42:0F:C1:F9:53:B8,43.014959375200995,-83.68995909127055,"121 West Second Street, Flint, Michigan 48502, United States"
FE:CA:B5:F3:EC:20,43.024414532067034,-83.69736066907976,"1004 Avenue a, Flint, Michigan 48503, United States"
5E:B2:6D:E7:22:0A,43.02251379694417,-83.69611957823473,"815 Root Street, Flint, Michigan 48503, United States"
66:AE:EF:D2:E1:E9,43.023706003355564,-83.69564395177576,"812 Root Street, Flint, Michigan 48503, United States"
62:2A:B8:B1:16:02,42.98142812281991,-83.75661908191825,"4141 Miller Road, Flint, Michigan 48507, United States"
66:4A:45:28:B4:5A,43.02352701418466,-83.69673991112704,"814 Martin Luther King Jr Avenue, Flint, Michigan 48503, United States"
41:F7:01:87:4A:66,42.98146187093329,-83.75930482679631,"4200 Miller Road, Flint, Michigan 48507, United States"
EE:38:83:1F:AF:3E,43.01467054063659,-83.68964221850071,"615 Saginaw Street, Flint, Michigan 48502, United States"
5E:8E:F7:79:29:7A,42.981461874562264,-83.75930482358622,"4200 Miller Road, Flint, Michigan 48507, United States"
5F:A2:F2:2F:E1:BA,42.98146187525585,-83.75930482287943,"4200 Miller Road, Flint, Michigan 48507, United States"
6A:71:DF:51:8D:2A,42.980699403648835,-83.76107109463611,"4240 Miller Road, Flint, Michigan 48507, United States"
6C:3D:74:CD:24:33,42.98126830780518,-83.75706786975171,"4151 Miller Road, Flint, Michigan 48507, United States"
69:30:5B:65:CE:24,43.02397198658746,-83.69183302589708,"877 E 5th Ave Wind Mill St, Flint, Michigan 48503, United States"
45:BE:63:78:DB:46,42.98143067727407,-83.75661481156074,"4141 Miller Road, Flint, Michigan 48507, United States"
6E:A1:55:58:98:4D,42.98146187707794,-83.75930482069667,"4200 Miller Road, Flint, Michigan 48507, United States"
43:98:3E:9B:5F:D4,42.97681353218883,-83.76818037371119,"4477 Miller Road, Flint, Michigan 48507, United States"
EA:9F:EC:23:88:87,43.02151742516321,-83.70001912737143,"421 West Fifth Avenue, Flint, Michigan 48503, United States"
43:FC:BA:F7:30:24,42.98146187103657,-83.75930482670141,"4200 Miller Road, Flint, Michigan 48507, United States"
66:1A:DD:0D:FA:CA,42.981573225039504,-83.7595247047317,"4200 Miller Road, Flint, Michigan 48507, United States"
6C:AE:F6:03:CF:09,43.0205545819781,-83.69471933341906,"517 Martin Luther King Jr Avenue, Flint, Michigan 48502, United States"
F0:AB:54:41:E3:37,43.0234163869109,-83.69683290867819,"814 Martin Luther King Jr Avenue, Flint, Michigan 48503, United States"
F0:B9:D6:4B:0A:3F,42.98146893435657,-83.75666378163454,"4141 Miller Road, Flint, Michigan 48507, United States"
5F:50:22:5D:70:8E,42.98165855876164,-83.75964369102537,"4200 Miller Road, Flint, Michigan 48507, United States"
E7:16:0E:41:26:7B,42.981363884450076,-83.75958957947707,"4200 Miller Road, Flint, Michigan 48507, United States"
65:AD:4F:F5:06:0B,43.02356286519095,-83.69679128842243,"818 Martin Luther King Jr Avenue, Flint, Michigan 48503, United States"
61:24:D1:47:B8:39,43.02387436501471,-83.69508284292804,"901 Chippewa Street, Flint, Michigan 48503, United States"
5F:E8:30:A1:36:DC,42.98140608611762,-83.75954468601479,"4200 Miller Road, Flint, Michigan 48507, United States"
67:EC:C1:53:1F:7E,42.981379326247236,-83.75957437566005,"4200 Miller Road, Flint, Michigan 48507, United States"
45:06:99:B3:AA:B0,43.0138909220982,-83.68310337073221,"929 Stevens Street, Flint, Michigan 48502, United States"
FF:71:FA:08:90:77,42.981430669859954,-83.75661624255878,"4141 Miller Road, Flint, Michigan 48507, United States"
5E:BE:27:98:12:6B,42.981461871841596,-83.75930482439294,"4200 Miller Road, Flint, Michigan 48507, United States"
F0:AB:54:BE:E5:44,43.02347600886461,-83.69680896302067,"814 Martin Luther King Jr Avenue, Flint, Michigan 48503, United States"
42:A8:81:D8:25:06,42.98146186942855,-83.75930482715893,"4200 Miller Road, Flint, Michigan 48507, United States"
5F:A6:71:A2:DA:3E,42.98146187089791,-83.75930482682462,"4200 Miller Road, Flint, Michigan 48507, United States"
65:EF:CD:5D:22:52,43.01423906186545,-83.68505799078979,"311 Court Street, Flint, Michigan 48502, United States"
6D:E2:8C:91:63:59,42.981561304509704,-83.75953034128655,"4200 Miller Road, Flint, Michigan 48507, United States"
1A:98:11:A9:5A:6D,43.024091165204965,-83.6919380245773,"877 East Fifth Avenue, Flint, Michigan 48503, United States"
6E:A4:18:EA:4C:C1,43.02358396223426,-83.69695594692189,"818 Martin Luther King Jr Avenue, Flint, Michigan 48503, United States"
66:09:CF:CE:79:D6,42.98146187215129,-83.75930482551027,"4200 Miller Road, Flint, Michigan 48507, United States"
EA:EF:7E:9F:54:7C,43.0239706713005,-83.69183354730838,"877 E 5th Ave Wind Mill St, Flint, Michigan 48503, United States"
5E:DB:1E:1C:C7:CD,42.98146187997185,-83.75930481782108,"4200 Miller Road, Flint, Michigan 48507, United States"
62:03:01:3D:4C:A4,43.01851631798839,-83.691533714909,"125 Union Street, Flint, Michigan 48502, United States"
10:36:AA:85:69:ED,43.02283457735683,-83.69706470258383,"801 Martin Luther King Jr Avenue, Flint, Michigan 48503, United States"
61:B3:16:4D:A5:AF,42.98146187878996,-83.75930481934343,"4200 Miller Road, Flint, Michigan 48507, United States"
72:0E:6E:4E:0C:16,42.98146187931007,-83.75930481870564,"4200 Miller Road, Flint, Michigan 48507, United States"
6E:BA:8B:1D:CA:03,42.981352694516595,-83.75661621901476,"4141 Miller Road, Flint, Michigan 48507, United States"
5F:40:EB:50:39:CF,43.0235967845908,-83.6967634822781,"818 Martin Luther King Jr Avenue, Flint, Michigan 48503, United States"
F1:74:F3:EC:DC:62,42.98070373009219,-83.76107774797482,"4240 Miller Road, Flint, Michigan 48507, United States"
FA:AC:D9:B0:52:CC,42.97925610808176,-83.67411665812087,"3354 South Saginaw Street, Burton, Michigan 48503, United States"
5F:90:C0:26:14:16,42.98146189437722,-83.75930480356374,"4200 Miller Road, Flint, Michigan 48507, United States"
EC:AA:A0:B7:6D:B0,43.016791368374406,-83.6892866365081,"120 East First Street, Flint, Michigan 48502, United States"
62:22:32:3D:A5:2B,43.01084040281095,-83.6861128983939,"1002 Saginaw Street, Flint, Michigan 48502, United States"
EA:47:98:D5:85:08,42.98125058829155,-83.75946036214248,"4200 Miller Road, Flint, Michigan 48507, United States"
64:19:17:A8:87:F2,42.98160087231284,-83.75932031916493,"4200 Miller Road, Flint, Michigan 48507, United States"
5F:6D:11:C8:45:E8,42.98146187763738,-83.75930482040236,"4200 Miller Road, Flint, Michigan 48507, United States"
60:26:EF:81:83:A4,43.02099490765181,-83.70409036469601,"510 6th Avenue, Flint, Michigan 48503, United States"
72:13:01:A6:53:07,43.02140903091287,-83.69539658375521,"610 Martin Luther King Jr Avenue, Flint, Michigan 48502, United States"
6A:C3:A2:50:38:96,43.012750381014285,-83.68813700678247,"816 Saginaw Street, Flint, Michigan 48502, United States"
45:27:F9:6E:33:E7,43.013891301586206,-83.68310481848245,"929 Stevens Street, Flint, Michigan 48502, United States"
43:01:26:BA:D7:E9,43.02327074021333,-83.69638756074819,"804 Martin Luther King Jr Avenue, Flint, Michigan 48503, United States"
5F:5A:49:52:A6:6A,42.98010442809141,-83.75890175375481,"4215 Miller Road, Flint, Michigan 48507, United States"
42:F8:91:1C:3D:57,43.01757617557137,-83.692022257041,"303 Saginaw Street, Flint, Michigan 48502, United States"
68:79:E7:81:7C:B7,42.981461873725515,-83.7593048244081,"4200 Miller Road, Flint, Michigan 48507, United States"
45:F5:EC:86:48:E6,43.0235205492371,-83.69686580794679,"814 Martin Luther King Jr Avenue, Flint, Michigan 48503, United States"
EA:E5:7A:F5:03:27,42.98146187468395,-83.75930482327206,"4200 Miller Road, Flint, Michigan 48507, United States"
42:FE:17:47:79:28,43.0138915591844,-83.68310551183203,"929 Stevens Street, Flint, Michigan 48502, United States"
44:E8:A4:CB:43:75,42.98058432254586,-83.76133700191498,"4310 Miller Road, Flint, Michigan 48507, United States"
45:96:93:D1:BC:BF,42.98146187393662,-83.75930482404506,"4200 Miller Road, Flint, Michigan 48507, United States"
